split,layer,sample_idx,sample_name,label,clade,source_group,from_node,to_node,from_segment,to_segment,attention_mean,head_1,head_2,head_3,head_4
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,0,1,PB2,PB1,0.11495053768157959,0.12498436868190765,0.1163690984249115,0.11810314655303955,0.10034554451704025
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,0,2,PB2,PA,0.11495053768157959,0.12498436868190765,0.1163690909743309,0.11810315400362015,0.10034554451704025
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,0,3,PB2,HA,0.11495053768157959,0.12498436123132706,0.1163690909743309,0.11810314655303955,0.10034554451704025
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,0,4,PB2,NP,0.11495053768157959,0.12498436868190765,0.1163690835237503,0.11810314655303955,0.10034554451704025
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,0,5,PB2,NA,0.11495054513216019,0.12498436868190765,0.1163690984249115,0.11810315400362015,0.10034555196762085
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,0,6,PB2,MP,0.11495053768157959,0.12498436123132706,0.1163690984249115,0.11810315400362015,0.10034553706645966
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,0,7,PB2,NS,0.11495053768157959,0.12498436123132706,0.1163690984249115,0.11810315400362015,0.10034555196762085
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,1,0,PB1,PB2,0.11671903729438782,0.1249980628490448,0.12211278080940247,0.12415799498558044,0.09560732543468475
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,1,2,PB1,PA,0.11671903729438782,0.1249980628490448,0.12211275100708008,0.12415800243616104,0.09560732543468475
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,1,3,PB1,HA,0.11671902239322662,0.1249980553984642,0.12211273610591888,0.12415799498558044,0.09560732543468475
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,1,4,PB1,NP,0.11671903729438782,0.1249980628490448,0.12211275845766068,0.12415799498558044,0.09560732543468475
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,1,5,PB1,NA,0.11671903729438782,0.1249980628490448,0.12211275845766068,0.12415800243616104,0.09560733288526535
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,1,6,PB1,MP,0.11671902984380722,0.1249980553984642,0.12211275845766068,0.12415800243616104,0.09560731798410416
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,1,7,PB1,NS,0.11671903729438782,0.1249980553984642,0.12211276590824127,0.12415800243616104,0.09560733288526535
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,2,0,PA,PB2,0.11888112127780914,0.1249978244304657,0.12209350615739822,0.12398553639650345,0.1044476181268692
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,2,1,PA,PB1,0.11888112127780914,0.1249978244304657,0.12209350615739822,0.12398553639650345,0.1044476181268692
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,2,3,PA,HA,0.11888112127780914,0.1249978169798851,0.12209349870681763,0.12398553639650345,0.1044476181268692
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,2,4,PA,NP,0.11888112127780914,0.1249978244304657,0.12209349125623703,0.12398553639650345,0.1044476181268692
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,2,5,PA,NA,0.11888112872838974,0.1249978244304657,0.12209350615739822,0.12398555129766464,0.1044476255774498
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,2,6,PA,MP,0.11888112127780914,0.1249978169798851,0.12209350615739822,0.12398555129766464,0.1044476106762886
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,2,7,PA,NS,0.11888112872838974,0.1249978169798851,0.12209350615739822,0.12398555129766464,0.1044476255774498
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,3,0,HA,PB2,0.12730169296264648,0.12501837313175201,0.12626856565475464,0.12961965799331665,0.12830021977424622
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,3,1,HA,PB1,0.12730169296264648,0.12501837313175201,0.12626856565475464,0.12961965799331665,0.12830021977424622
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,3,2,HA,PA,0.12730170786380768,0.12501837313175201,0.12626855075359344,0.12961967289447784,0.1283002346754074
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,3,4,HA,NP,0.12730169296264648,0.12501837313175201,0.12626855075359344,0.12961965799331665,0.12830021977424622
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,3,5,HA,NA,0.12730170786380768,0.12501837313175201,0.12626856565475464,0.12961967289447784,0.1283002346754074
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,3,6,HA,MP,0.12730169296264648,0.12501837313175201,0.12626856565475464,0.12961967289447784,0.12830021977424622
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,3,7,HA,NS,0.12730170786380768,0.12501837313175201,0.12626856565475464,0.12961967289447784,0.1283002346754074
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,4,0,NP,PB2,0.16880379617214203,0.12498994916677475,0.16287729144096375,0.13871312141418457,0.24863480031490326
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,4,1,NP,PB1,0.16880379617214203,0.12498994916677475,0.16287729144096375,0.13871312141418457,0.24863480031490326
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,4,2,NP,PA,0.16880378127098083,0.12498994916677475,0.16287726163864136,0.13871312141418457,0.24863480031490326
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,4,3,NP,HA,0.16880378127098083,0.12498994171619415,0.16287727653980255,0.13871312141418457,0.24863480031490326
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,4,5,NP,NA,0.16880378127098083,0.12498994916677475,0.16287726163864136,0.13871312141418457,0.24863480031490326
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,4,6,NP,MP,0.16880376636981964,0.12498994171619415,0.16287726163864136,0.13871312141418457,0.24863477051258087
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,4,7,NP,NS,0.16880379617214203,0.12498994171619415,0.16287729144096375,0.13871312141418457,0.24863480031490326
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,5,0,NA,PB2,0.10174788534641266,0.12499766051769257,0.10502535849809647,0.11308599263429642,0.06388251483440399
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,5,1,NA,PB1,0.10174788534641266,0.12499766051769257,0.10502535104751587,0.11308599263429642,0.06388251483440399
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,5,2,NA,PA,0.10174788534641266,0.12499766051769257,0.10502533614635468,0.11308600008487701,0.06388252228498459
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,5,3,NA,HA,0.10174787044525146,0.12499765306711197,0.10502532124519348,0.11308599263429642,0.06388251483440399
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,5,4,NA,NP,0.10174787044525146,0.12499766051769257,0.10502534359693527,0.11308599263429642,0.06388251483440399
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,5,6,NA,MP,0.10174788534641266,0.12499765306711197,0.10502534359693527,0.11308600008487701,0.06388251483440399
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,5,7,NA,NS,0.10174788534641266,0.12499765306711197,0.10502535104751587,0.11308600008487701,0.06388252228498459
